Case ID,Activity,Complete Timestamp,Outcome,outcome
b1_4,Check__application__form_completeness,2004-02-02 14:12:38.635,,
b1_1,Send_acceptance_pack,2004-02-02 14:17:30.182,,
b1_2,Prepare_acceptance_pack,2004-02-02 14:19:34.021,,
b1_4,Check_credit_history,2004-02-02 14:19:46.187,,
b1_8,Check__application__form_completeness,2004-02-02 14:24:58.293,,
b1_9,Loan__application_received,2004-02-02 14:30:00.000,,
b1_2,Check_if_home_insurance_quote_is_requested,2004-02-02 14:30:36.119,,
b1_9,Check__application__form_completeness,2004-02-02 14:31:09.302,,
b1_4,Assess_loan_risk,2004-02-02 14:31:13.774,,
b1_0,Send_home_insurance_quote,2004-02-02 14:31:50.254,,
b1_8,Check_credit_history,2004-02-02 14:34:35.053,,
b1_0,Verify_repayment_agreement,2004-02-02 14:37:09.721,,
b1_3,Assess_loan_risk,2004-02-02 14:39:53.358,,
b1_7,Appraise_property,2004-02-02 14:41:52.487,,
b1_9,Appraise_property,2004-02-02 14:41:55.868,,
b1_4,Appraise_property,2004-02-02 14:49:57.313,,
b1_7,Assess_loan_risk,2004-02-02 14:52:12.297,,
b1_9,Check_credit_history,2004-02-02 14:56:12.574,,
b1_0,Approve_application,2004-02-02 14:57:13.046,,
b1_6,Assess_eligibility,2004-02-02 14:57:19.178,,
b1_0,Loan__application_approved,2004-02-02 14:58:13.046,True,True
b1_10,Loan__application_received,2004-02-02 15:00:00.000,,
b1_9,Assess_loan_risk,2004-02-02 15:02:10.649,,
b1_3,Assess_eligibility,2004-02-02 15:05:21.305,,
b1_8,Assess_loan_risk,2004-02-02 15:05:39.261,,
b1_1,Verify_repayment_agreement,2004-02-02 15:09:23.258,,
b1_4,Assess_eligibility,2004-02-02 15:13:09.797,,
b1_10,Check__application__form_completeness,2004-02-02 15:16:19.992,,
b1_2,Send_acceptance_pack,2004-02-02 15:20:16.154,,
b1_2,Verify_repayment_agreement,2004-02-02 15:22:23.357,,
b1_9,Assess_eligibility,2004-02-02 15:24:26.398,,
b1_6,Prepare_acceptance_pack,2004-02-02 15:24:34.901,,
b1_7,Assess_eligibility,2004-02-02 15:25:11.086,,
b1_4,Prepare_acceptance_pack,2004-02-02 15:27:23.646,,
b1_9,Prepare_acceptance_pack,2004-02-02 15:28:20.037,,
b1_11,Loan__application_received,2004-02-02 15:30:00.000,,
b1_4,Check_if_home_insurance_quote_is_requested,2004-02-02 15:33:37.982,,
b1_3,Reject_application,2004-02-02 15:34:45.632,,
b1_3,Loan_application_rejected,2004-02-02 15:35:45.632,False,False
b1_1,Approve_application,2004-02-02 15:47:18.755,,
b1_4,Send_acceptance_pack,2004-02-02 15:47:31.099,,
b1_1,Loan__application_approved,2004-02-02 15:48:18.755,True,True
b1_11,Check__application__form_completeness,2004-02-02 15:51:41.825,,
b1_11,Appraise_property,2004-02-02 15:55:57.839,,
b1_12,Loan__application_received,2004-02-02 16:00:00.000,,
b1_9,Check_if_home_insurance_quote_is_requested,2004-02-02 16:08:40.512,,
b1_4,Verify_repayment_agreement,2004-02-02 16:09:49.295,,
b1_9,Send_home_insurance_quote,2004-02-02 16:10:42.872,,
b1_7,Reject_application,2004-02-02 16:11:10.259,,
b1_7,Loan_application_rejected,2004-02-02 16:12:10.259,False,False
b1_12,Check__application__form_completeness,2004-02-02 16:13:41.152,,
b1_12,Check_credit_history,2004-02-02 16:16:23.615,,
b1_10,Check_credit_history,2004-02-02 16:19:01.134,,
b1_11,Check_credit_history,2004-02-02 16:19:19.737,,
b1_4,Cancel_application,2004-02-02 16:22:03.426,,
b1_2,Cancel_application,2004-02-02 16:22:47.761,,
b1_4,Loan__application_canceled,2004-02-02 16:23:03.426,False,False
b1_2,Loan__application_canceled,2004-02-02 16:23:47.761,False,False
b1_10,Appraise_property,2004-02-02 16:24:32.590,,
b1_12,Assess_loan_risk,2004-02-02 16:25:12.650,,
b1_13,Loan__application_received,2004-02-02 16:30:00.000,,
b1_11,Assess_loan_risk,2004-02-02 16:30:48.302,,
b1_6,Check_if_home_insurance_quote_is_requested,2004-02-02 16:35:33.672,,
b1_13,Check__application__form_completeness,2004-02-02 16:35:48.321,,
b1_9,Verify_repayment_agreement,2004-02-02 16:38:49.539,,
b1_12,Appraise_property,2004-02-02 16:38:51.963,,
b1_12,Assess_eligibility,2004-02-02 16:42:38.074,,
b1_9,Approve_application,2004-02-02 16:46:18.760,,
b1_9,Loan__application_approved,2004-02-02 16:47:18.760,True,True
b1_5,Send_home_insurance_quote,2004-02-02 16:48:38.270,,
b1_14,Loan__application_received,2004-02-02 17:00:00.000,,
b1_5,Verify_repayment_agreement,2004-02-02 17:02:13.270,,
b1_12,Prepare_acceptance_pack,2004-02-02 17:03:52.692,,
b1_13,Return_application_back_to_applicant,2004-02-02 17:06:12.045,,
b1_10,Assess_loan_risk,2004-02-02 17:15:13.951,,
b1_14,Check__application__form_completeness,2004-02-02 17:15:30.968,,
b1_5,Cancel_application,2004-02-02 17:29:09.827,,
b1_15,Loan__application_received,2004-02-02 17:30:00.000,,
b1_5,Loan__application_canceled,2004-02-02 17:30:09.827,False,False
b1_15,Check__application__form_completeness,2004-02-02 17:37:01.312,,
b1_13,Receive_updated_application,2004-02-02 17:39:07.515,,
b1_12,Check_if_home_insurance_quote_is_requested,2004-02-02 17:42:27.713,,
b1_13,Check__application__form_completeness,2004-02-02 17:49:07.983,,
b1_11,Assess_eligibility,2004-02-02 17:50:05.843,,
b1_11,Prepare_acceptance_pack,2004-02-02 17:52:15.455,,
b1_8,Appraise_property,2004-02-02 17:54:01.853,,
b1_6,Send_home_insurance_quote,2004-02-02 17:59:01.159,,
b1_16,Loan__application_received,2004-02-02 18:00:00.000,,
b1_10,Assess_eligibility,2004-02-03 10:01:56.744,,
b1_11,Check_if_home_insurance_quote_is_requested,2004-02-03 10:03:24.912,,
b1_12,Send_home_insurance_quote,2004-02-03 10:04:03.476,,
b1_15,Appraise_property,2004-02-03 10:10:44.659,,
b1_16,Check__application__form_completeness,2004-02-03 10:13:27.148,,
b1_8,Assess_eligibility,2004-02-03 10:15:34.961,,
b1_12,Verify_repayment_agreement,2004-02-03 10:21:40.358,,
b1_16,Check_credit_history,2004-02-03 10:21:52.662,,
b1_10,Reject_application,2004-02-03 10:24:02.449,,
b1_10,Loan_application_rejected,2004-02-03 10:25:02.449,False,False
b1_13,Return_application_back_to_applicant,2004-02-03 10:25:44.730,,
b1_12,Cancel_application,2004-02-03 10:26:42.145,,
b1_12,Loan__application_canceled,2004-02-03 10:27:42.145,False,False
b1_17,Loan__application_received,2004-02-03 10:30:00.000,,
b1_17,Check__application__form_completeness,2004-02-03 10:31:37.074,,
b1_14,Return_application_back_to_applicant,2004-02-03 10:36:47.715,,
b1_16,Assess_loan_risk,2004-02-03 10:39:10.576,,
b1_11,Send_acceptance_pack,2004-02-03 10:56:04.301,,
b1_13,Receive_updated_application,2004-02-03 10:58:56.163,,
b1_18,Loan__application_received,2004-02-03 11:00:00.000,,
b1_8,Reject_application,2004-02-03 11:00:01.794,,
b1_8,Loan_application_rejected,2004-02-03 11:01:01.794,False,False
b1_18,Check__application__form_completeness,2004-02-03 11:03:19.975,,
b1_18,Check_credit_history,2004-02-03 11:05:30.233,,
b1_11,Verify_repayment_agreement,2004-02-03 11:05:34.976,,
b1_15,Check_credit_history,2004-02-03 11:05:59.072,,
b1_6,Verify_repayment_agreement,2004-02-03 11:09:14.868,,
b1_15,Assess_loan_risk,2004-02-03 11:13:21.016,,
b1_19,Loan__application_received,2004-02-03 11:30:00.000,,
b1_18,Assess_loan_risk,2004-02-03 11:30:37.861,,
b1_13,Check__application__form_completeness,2004-02-03 11:32:31.793,,
b1_19,Check__application__form_completeness,2004-02-03 11:33:46.124,,
b1_18,Appraise_property,2004-02-03 11:34:02.513,,
b1_19,Appraise_property,2004-02-03 11:35:01.063,,
b1_6,Cancel_application,2004-02-03 11:37:59.042,,
b1_6,Loan__application_canceled,2004-02-03 11:38:59.042,False,False
b1_11,Approve_application,2004-02-03 11:39:18.266,,
b1_11,Loan__application_approved,2004-02-03 11:40:18.266,True,True
b1_17,Return_application_back_to_applicant,2004-02-03 11:44:52.248,,
b1_16,Appraise_property,2004-02-03 11:56:30.714,,
b1_13,Appraise_property,2004-02-03 11:56:40.621,,
b1_20,Loan__application_received,2004-02-03 12:00:00.000,,
b1_14,Receive_updated_application,2004-02-03 12:01:05.820,,
b1_13,Check_credit_history,2004-02-03 12:08:17.701,,
b1_15,Assess_eligibility,2004-02-03 12:10:06.007,,
b1_19,Check_credit_history,2004-02-03 12:12:31.625,,
b1_17,Receive_updated_application,2004-02-03 12:19:14.656,,
b1_20,Check__application__form_completeness,2004-02-03 12:20:05.807,,
b1_19,Assess_loan_risk,2004-02-03 12:23:07.278,,
b1_20,Appraise_property,2004-02-03 12:24:48.158,,
b1_18,Assess_eligibility,2004-02-03 12:24:48.844,,
b1_20,Check_credit_history,2004-02-03 12:29:23.799,,
b1_21,Loan__application_received,2004-02-03 12:30:00.000,,
b1_15,Prepare_acceptance_pack,2004-02-03 12:31:09.066,,
b1_21,Check__application__form_completeness,2004-02-03 12:36:24.502,,
b1_13,Assess_loan_risk,2004-02-03 12:37:52.565,,
b1_16,Assess_eligibility,2004-02-03 12:44:15.641,,
b1_13,Assess_eligibility,2004-02-03 12:44:50.819,,
b1_19,Assess_eligibility,2004-02-03 12:45:57.140,,
b1_14,Check__application__form_completeness,2004-02-03 12:51:54.141,,
b1_22,Loan__application_received,2004-02-03 13:00:00.000,,
b1_22,Check__application__form_completeness,2004-02-03 13:08:39.376,,
b1_16,Prepare_acceptance_pack,2004-02-03 13:09:54.453,,
b1_20,Assess_loan_risk,2004-02-03 13:12:05.782,,
b1_14,Return_application_back_to_applicant,2004-02-03 13:15:10.710,,
b1_21,Return_application_back_to_applicant,2004-02-03 13:15:20.196,,
b1_20,Assess_eligibility,2004-02-03 13:15:31.286,,
b1_19,Prepare_acceptance_pack,2004-02-03 13:19:11.931,,
b1_16,Check_if_home_insurance_quote_is_requested,2004-02-03 13:26:39.894,,
b1_20,Reject_application,2004-02-03 13:27:51.032,,
b1_20,Loan_application_rejected,2004-02-03 13:28:51.032,False,False
b1_21,Receive_updated_application,2004-02-03 13:29:38.012,,
b1_23,Loan__application_received,2004-02-03 13:30:00.000,,
b1_22,Check_credit_history,2004-02-03 13:35:44.961,,
b1_21,Check__application__form_completeness,2004-02-03 13:40:09.103,,
b1_21,Return_application_back_to_applicant,2004-02-03 13:43:14.850,,
b1_14,Receive_updated_application,2004-02-03 13:44:08.961,,
b1_19,Check_if_home_insurance_quote_is_requested,2004-02-03 13:44:32.567,,
b1_14,Check__application__form_completeness,2004-02-03 13:45:58.137,,
b1_22,Assess_loan_risk,2004-02-03 13:46:53.538,,
b1_18,Reject_application,2004-02-03 13:47:27.757,,
b1_18,Loan_application_rejected,2004-02-03 13:48:27.757,False,False
b1_14,Appraise_property,2004-02-03 13:50:22.265,,
b1_14,Check_credit_history,2004-02-03 13:52:47.781,,
b1_17,Check__application__form_completeness,2004-02-03 13:54:06.865,,
b1_23,Check__application__form_completeness,2004-02-03 13:56:35.763,,
b1_24,Loan__application_received,2004-02-03 14:00:00.000,,
b1_13,Reject_application,2004-02-03 14:00:10.714,,
b1_13,Loan_application_rejected,2004-02-03 14:01:10.714,False,False
b1_24,Check__application__form_completeness,2004-02-03 14:03:08.548,,
b1_17,Check_credit_history,2004-02-03 14:08:02.428,,
b1_19,Send_acceptance_pack,2004-02-03 14:08:29.148,,
b1_22,Appraise_property,2004-02-03 14:11:15.351,,
b1_19,Verify_repayment_agreement,2004-02-03 14:12:01.998,,
b1_22,Assess_eligibility,2004-02-03 14:19:54.490,,
b1_14,Assess_loan_risk,2004-02-03 14:21:50.020,,
b1_19,Cancel_application,2004-02-03 14:22:32.868,,
b1_19,Loan__application_canceled,2004-02-03 14:23:32.868,False,False
b1_16,Send_home_insurance_quote,2004-02-03 14:23:48.629,,
b1_22,Prepare_acceptance_pack,2004-02-03 14:24:56.817,,
b1_14,Assess_eligibility,2004-02-03 14:25:02.275,,
b1_25,Loan__application_received,2004-02-03 14:30:00.000,,
b1_23,Appraise_property,2004-02-03 14:30:44.036,,
b1_16,Verify_repayment_agreement,2004-02-03 14:35:56.582,,
b1_23,Check_credit_history,2004-02-03 14:36:54.483,,
b1_23,Assess_loan_risk,2004-02-03 14:40:30.273,,
b1_17,Appraise_property,2004-02-03 14:44:24.086,,
b1_14,Reject_application,2004-02-03 14:45:01.964,,
b1_14,Loan_application_rejected,2004-02-03 14:46:01.964,False,False
b1_23,Assess_eligibility,2004-02-03 14:46:03.006,,
b1_23,Prepare_acceptance_pack,2004-02-03 14:52:16.184,,
b1_21,Receive_updated_application,2004-02-03 14:58:33.470,,
b1_26,Loan__application_received,2004-02-03 15:00:00.000,,
b1_17,Assess_loan_risk,2004-02-03 15:07:11.510,,
b1_22,Check_if_home_insurance_quote_is_requested,2004-02-03 15:08:01.030,,
b1_17,Assess_eligibility,2004-02-03 15:10:32.165,,
b1_26,Check__application__form_completeness,2004-02-03 15:13:08.748,,
b1_17,Prepare_acceptance_pack,2004-02-03 15:19:59.201,,
b1_17,Check_if_home_insurance_quote_is_requested,2004-02-03 15:26:46.481,,
b1_27,Loan__application_received,2004-02-03 15:30:00.000,,
b1_17,Send_home_insurance_quote,2004-02-03 15:32:41.988,,
b1_21,Check__application__form_completeness,2004-02-03 15:32:49.278,,
b1_21,Check_credit_history,2004-02-03 15:33:04.771,,
b1_24,Return_application_back_to_applicant,2004-02-03 15:38:36.900,,
b1_26,Appraise_property,2004-02-03 15:40:10.783,,
b1_25,Check__application__form_completeness,2004-02-03 15:41:06.189,,
b1_17,Verify_repayment_agreement,2004-02-03 15:42:28.817,,
b1_21,Appraise_property,2004-02-03 15:42:44.828,,
b1_16,Cancel_application,2004-02-03 15:43:19.343,,
b1_16,Loan__application_canceled,2004-02-03 15:44:19.343,False,False
b1_24,Receive_updated_application,2004-02-03 15:44:41.259,,
b1_21,Assess_loan_risk,2004-02-03 15:45:38.979,,
b1_17,Approve_application,2004-02-03 15:46:33.986,,
b1_17,Loan__application_approved,2004-02-03 15:47:33.986,True,True
b1_21,Assess_eligibility,2004-02-03 15:49:39.817,,
b1_24,Check__application__form_completeness,2004-02-03 15:50:33.240,,
b1_15,Check_if_home_insurance_quote_is_requested,2004-02-03 15:58:16.412,,
b1_27,Check__application__form_completeness,2004-02-03 15:58:50.749,,
b1_25,Appraise_property,2004-02-03 15:59:49.678,,
b1_28,Loan__application_received,2004-02-03 16:00:00.000,,
b1_22,Send_acceptance_pack,2004-02-03 16:02:33.995,,
b1_27,Appraise_property,2004-02-03 16:05:26.982,,
b1_24,Appraise_property,2004-02-03 16:13:11.521,,
b1_25,Check_credit_history,2004-02-03 16:17:01.286,,
b1_15,Send_acceptance_pack,2004-02-03 16:19:44.434,,
b1_24,Check_credit_history,2004-02-03 16:20:06.014,,
b1_22,Verify_repayment_agreement,2004-02-03 16:23:32.192,,
b1_27,Check_credit_history,2004-02-03 16:26:49.805,,
b1_23,Check_if_home_insurance_quote_is_requested,2004-02-03 16:28:41.247,,
b1_29,Loan__application_received,2004-02-03 16:30:00.000,,
b1_29,Check__application__form_completeness,2004-02-03 16:35:00.878,,
b1_23,Send_acceptance_pack,2004-02-03 16:35:35.181,,
b1_21,Prepare_acceptance_pack,2004-02-03 16:40:02.505,,
b1_15,Verify_repayment_agreement,2004-02-03 16:41:54.019,,
b1_22,Approve_application,2004-02-03 16:43:56.250,,
b1_25,Assess_loan_risk,2004-02-03 16:44:15.864,,
b1_29,Check_credit_history,2004-02-03 16:44:19.250,,
b1_22,Loan__application_approved,2004-02-03 16:44:56.250,True,True
b1_21,Check_if_home_insurance_quote_is_requested,2004-02-03 16:46:51.750,,
b1_15,Approve_application,2004-02-03 16:47:38.136,,
b1_24,Assess_loan_risk,2004-02-03 16:48:23.231,,
b1_15,Loan__application_approved,2004-02-03 16:48:38.136,True,True
b1_26,Check_credit_history,2004-02-03 16:48:56.580,,
b1_30,Loan__application_received,2004-02-03 17:00:00.000,,
b1_27,Assess_loan_risk,2004-02-03 17:02:24.413,,
b1_26,Assess_loan_risk,2004-02-03 17:06:17.168,,
b1_24,Assess_eligibility,2004-02-03 17:06:25.223,,
b1_30,Check__application__form_completeness,2004-02-03 17:08:18.884,,
b1_25,Assess_eligibility,2004-02-03 17:09:34.526,,
b1_26,Assess_eligibility,2004-02-03 17:11:50.235,,
b1_26,Prepare_acceptance_pack,2004-02-03 17:13:03.359,,
b1_27,Assess_eligibility,2004-02-03 17:17:47.628,,
b1_30,Appraise_property,2004-02-03 17:21:01.697,,
b1_25,Prepare_acceptance_pack,2004-02-03 17:21:03.019,,
b1_23,Verify_repayment_agreement,2004-02-03 17:23:32.833,,
b1_26,Check_if_home_insurance_quote_is_requested,2004-02-03 17:26:23.436,,
b1_27,Prepare_acceptance_pack,2004-02-03 17:26:26.321,,
b1_31,Loan__application_received,2004-02-03 17:30:00.000,,
b1_23,Approve_application,2004-02-03 17:32:54.202,,
b1_23,Loan__application_approved,2004-02-03 17:33:54.202,True,True
b1_27,Check_if_home_insurance_quote_is_requested,2004-02-03 17:36:06.935,,
b1_30,Check_credit_history,2004-02-03 17:41:15.828,,
b1_29,Assess_loan_risk,2004-02-03 17:42:12.902,,
b1_27,Send_home_insurance_quote,2004-02-03 17:44:30.914,,
b1_30,Assess_loan_risk,2004-02-03 17:46:11.290,,
b1_28,Check__application__form_completeness,2004-02-03 17:49:36.104,,
b1_28,Appraise_property,2004-02-03 17:57:21.509,,
b1_32,Loan__application_received,2004-02-03 18:00:00.000,,
b1_32,Check__application__form_completeness,2004-02-04 10:23:07.649,,
b1_25,Check_if_home_insurance_quote_is_requested,2004-02-04 10:24:33.999,,
b1_27,Verify_repayment_agreement,2004-02-04 10:24:42.493,,
b1_29,Appraise_property,2004-02-04 10:26:03.786,,
b1_33,Loan__application_received,2004-02-04 10:30:00.000,,
b1_33,Check__application__form_completeness,2004-02-04 10:33:22.244,,
b1_30,Assess_eligibility,2004-02-04 10:35:06.170,,
b1_24,Prepare_acceptance_pack,2004-02-04 10:37:07.191,,
b1_29,Assess_eligibility,2004-02-04 10:37:45.419,,
b1_26,Send_home_insurance_quote,2004-02-04 10:42:16.952,,
b1_29,Prepare_acceptance_pack,2004-02-04 10:42:17.831,,
b1_32,Appraise_property,2004-02-04 10:45:09.019,,
b1_33,Check_credit_history,2004-02-04 10:45:40.468,,
b1_29,Check_if_home_insurance_quote_is_requested,2004-02-04 10:46:51.472,,
b1_21,Send_home_insurance_quote,2004-02-04 10:51:25.457,,
b1_27,Cancel_application,2004-02-04 10:53:59.092,,
b1_27,Loan__application_canceled,2004-02-04 10:54:59.092,False,False
b1_34,Loan__application_received,2004-02-04 11:00:00.000,,
b1_30,Prepare_acceptance_pack,2004-02-04 11:02:34.311,,
b1_31,Check__application__form_completeness,2004-02-04 11:03:52.822,,
b1_34,Check__application__form_completeness,2004-02-04 11:05:28.243,,
b1_26,Verify_repayment_agreement,2004-02-04 11:06:12.781,,
b1_34,Appraise_property,2004-02-04 11:07:10.969,,
b1_29,Send_acceptance_pack,2004-02-04 11:11:36.060,,
b1_33,Appraise_property,2004-02-04 11:14:22.565,,
b1_34,Check_credit_history,2004-02-04 11:14:29.496,,
b1_33,Assess_loan_risk,2004-02-04 11:15:16.034,,
b1_33,Assess_eligibility,2004-02-04 11:18:46.212,,
b1_32,Check_credit_history,2004-02-04 11:18:56.446,,
b1_26,Approve_application,2004-02-04 11:25:34.229,,
b1_32,Assess_loan_risk,2004-02-04 11:25:39.616,,
b1_31,Appraise_property,2004-02-04 11:25:43.802,,
b1_33,Reject_application,2004-02-04 11:26:01.063,,
b1_26,Loan__application_approved,2004-02-04 11:26:34.229,True,True
b1_33,Loan_application_rejected,2004-02-04 11:27:01.063,False,False
b1_29,Verify_repayment_agreement,2004-02-04 11:29:32.817,,
b1_35,Loan__application_received,2004-02-04 11:30:00.000,,
b1_34,Assess_loan_risk,2004-02-04 11:30:10.606,,
b1_29,Cancel_application,2004-02-04 11:31:21.946,,
b1_29,Loan__application_canceled,2004-02-04 11:32:21.946,False,False
b1_25,Send_acceptance_pack,2004-02-04 11:33:59.113,,
b1_25,Verify_repayment_agreement,2004-02-04 11:35:53.178,,
b1_34,Assess_eligibility,2004-02-04 11:45:38.132,,
b1_21,Verify_repayment_agreement,2004-02-04 11:46:26.779,,
b1_30,Check_if_home_insurance_quote_is_requested,2004-02-04 11:47:24.423,,
b1_34,Prepare_acceptance_pack,2004-02-04 11:48:48.014,,
b1_24,Check_if_home_insurance_quote_is_requested,2004-02-04 11:51:05.222,,
b1_24,Send_acceptance_pack,2004-02-04 11:51:46.761,,
b1_32,Assess_eligibility,2004-02-04 11:54:27.549,,
b1_32,Prepare_acceptance_pack,2004-02-04 11:54:36.345,,
b1_36,Loan__application_received,2004-02-04 12:00:00.000,,
b1_25,Cancel_application,2004-02-04 12:01:34.213,,
b1_25,Loan__application_canceled,2004-02-04 12:02:34.213,False,False
b1_24,Verify_repayment_agreement,2004-02-04 12:04:36.659,,
b1_28,Check_credit_history,2004-02-04 12:06:20.118,,
b1_32,Check_if_home_insurance_quote_is_requested,2004-02-04 12:07:12.589,,
b1_21,Cancel_application,2004-02-04 12:08:13.479,,
b1_21,Loan__application_canceled,2004-02-04 12:09:13.479,False,False
b1_28,Assess_loan_risk,2004-02-04 12:12:13.202,,
b1_35,Check__application__form_completeness,2004-02-04 12:14:23.667,,
b1_28,Assess_eligibility,2004-02-04 12:17:49.521,,
b1_35,Appraise_property,2004-02-04 12:22:19.633,,
b1_24,Cancel_application,2004-02-04 12:27:00.550,,
b1_24,Loan__application_canceled,2004-02-04 12:28:00.550,False,False
b1_37,Loan__application_received,2004-02-04 12:30:00.000,,
b1_32,Send_acceptance_pack,2004-02-04 12:36:19.947,,
b1_36,Check__application__form_completeness,2004-02-04 12:38:12.036,,
b1_32,Verify_repayment_agreement,2004-02-04 12:39:59.468,,
b1_36,Check_credit_history,2004-02-04 12:41:34.296,,
b1_36,Assess_loan_risk,2004-02-04 12:41:54.571,,
b1_28,Reject_application,2004-02-04 12:44:08.005,,
b1_34,Check_if_home_insurance_quote_is_requested,2004-02-04 12:45:01.354,,
b1_28,Loan_application_rejected,2004-02-04 12:45:08.005,False,False
b1_31,Check_credit_history,2004-02-04 12:45:21.753,,
b1_35,Check_credit_history,2004-02-04 12:50:33.374,,
b1_30,Send_acceptance_pack,2004-02-04 12:50:44.202,,
b1_36,Appraise_property,2004-02-04 12:53:44.561,,
b1_38,Loan__application_received,2004-02-04 13:00:00.000,,
b1_32,Cancel_application,2004-02-04 13:03:48.509,,
b1_32,Loan__application_canceled,2004-02-04 13:04:48.509,False,False
b1_38,Check__application__form_completeness,2004-02-04 13:07:24.570,,
b1_34,Send_acceptance_pack,2004-02-04 13:13:32.816,,
b1_30,Verify_repayment_agreement,2004-02-04 13:21:59.824,,
b1_36,Assess_eligibility,2004-02-04 13:23:50.916,,
b1_38,Check_credit_history,2004-02-04 13:28:54.134,,
b1_39,Loan__application_received,2004-02-04 13:30:00.000,,
b1_30,Cancel_application,2004-02-04 13:39:10.970,,
b1_30,Loan__application_canceled,2004-02-04 13:40:10.970,False,False
b1_31,Assess_loan_risk,2004-02-04 13:44:50.626,,
b1_38,Appraise_property,2004-02-04 13:47:11.734,,
b1_37,Check__application__form_completeness,2004-02-04 13:56:43.908,,
b1_40,Loan__application_received,2004-02-04 14:00:00.000,,
b1_37,Check_credit_history,2004-02-04 14:04:43.129,,
b1_38,Assess_loan_risk,2004-02-04 14:05:06.186,,
b1_39,Check__application__form_completeness,2004-02-04 14:08:40.148,,
b1_36,Reject_application,2004-02-04 14:11:20.336,,
b1_36,Loan_application_rejected,2004-02-04 14:12:20.336,False,False
b1_35,Assess_loan_risk,2004-02-04 14:13:31.664,,
b1_35,Assess_eligibility,2004-02-04 14:16:02.805,,
b1_40,Check__application__form_completeness,2004-02-04 14:16:19.263,,
b1_31,Assess_eligibility,2004-02-04 14:17:58.354,,
b1_37,Appraise_property,2004-02-04 14:24:58.562,,
b1_37,Assess_loan_risk,2004-02-04 14:25:05.374,,
b1_38,Assess_eligibility,2004-02-04 14:29:35.254,,
b1_41,Loan__application_received,2004-02-04 14:30:00.000,,
b1_31,Reject_application,2004-02-04 14:30:38.878,,
b1_31,Loan_application_rejected,2004-02-04 14:31:38.878,False,False
b1_37,Assess_eligibility,2004-02-04 14:40:52.571,,
